lemma,pos,synonyms,hypernyms
vilum,NNP,,NA
gnarled,JJ,gnarled|gnarly|knobbed|knotted|knotty,
olive,NN,european olive tree|olea europaea|olive,fruit|olive tree|wood|relish|drupe|stone fruit|chromatic color|chromatic colour|spectral color|spectral colour
tree,NNS,sir herbert beerbohm tree|tree|tree|tree diagram,woody plant|ligneous plant|plane figure|two-dimensional figure
uncover,VBN,break|bring out|disclose|discover|divulge|expose|give away|let on|let out|reveal|uncover|unwrap,bring out|unveil|reveal|tell
treasure,NN,gem|hoarded wealth|treasure,wealth|riches|art|fine art|possession|collection|aggregation|accumulation|assemblage
trove,NN,treasure trove|trove,treasure|hoarded wealth
jewellery,NN,jewellery|jewelry,adornment
pitcher,NNS,ewer|hurler|mound|pitcher|pitcherful|twirler,thrower|ballplayer|baseball player|vessel|containerful|leaf|leafage|foliage|position
coin,NNS,coin,coinage|mintage|specie|metal money
display,VBN,display|exhibit|expose,show|woo|court|romance|solicit
infiltrate,VBN,infiltrate|pass through|penetrate,percolate|sink in|permeate|filter|join|fall in|get together|pass
punic,NNP,punic,phoenician
manage,VBP,bring off|care|carry off|contend|cope|deal|do|finagle|get by|grapple|handle|make do|make out|manage|negociate|oversee|pull off|superintend|supervise|wangle|wield,NA
inroad,NNS,inroad,trespass|encroachment|violation|intrusion|usurpation|invasion
stress,NN,accent|emphasis|focus|strain|stress|tenseness|tension,prosody|inflection|strain|mental strain|nervous strain|emphasis|accent|difficulty|force
annexed,JJ,,NA
confederated,JJ,,NA
retain,VBG,continue|hold|hold back|keep|keep back|keep on|retain,hold|bear|carry|contain|prolong|sustain|keep up|keep|hold on|remember|think of
continue,VB,bear on|carry on|continue|cover|extend|go along|go forward|go on|keep|keep on|persist in|preserve|proceed|remain|retain|stay|stay on|uphold,act|move|talk|speak|keep|maintain|hold|travel|go|locomote|prolong|sustain|keep up|be
iberian,NNP,iberian,asian|asiatic|european
imprint,NN,depression|embossment|impression|imprint,influence|concave shape|concavity|incurvation|incurvature|identification|stamp|impression|device
genius,NN,ace|adept|brain|brainiac|brilliance|champion|einstein|flair|genius|hotshot|mastermind|maven|mavin|sensation|star|superstar|virtuoso|whiz|whizz|wiz|wizard|wizardry,intellectual|intellect|intelligence|expert|creativity|creativeness|creative thinking|endowment|gift|talent|natural endowment
road,NNS,road|route,way|means|agency
aqueduct,NNS,aqueduct,conduit
lead,VB,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over
sant,NNP,,NA
carle,NNP,,NA
extract,VBD,distil|distill|draw out|educe|elicit|evoke|excerpt|express|extract|press out|pull|pull out|pull up|rip out|take out|tear out,remove|take|take away|withdraw|obtain|interpret|construe|see|make|create|separate|get|acquire|choose|select|pick out|calculate|cipher|cypher|compute|work out|reckon|figure
purple,JJ,empurpled|imperial|majestic|over-embellished|purple|purplish|regal|royal|violet,
dye,NN,dye|dyestuff,coloring material|colouring material|color|colour
shellfish,NN,mollusc|mollusk|shellfish,seafood|invertebrate
cloak,NNS,cloak,covering|overgarment|outer garment
moneymaker,NN,cash cow|money-spinner|moneymaker,capitalist|project|projection
exotic,JJ,alien|exotic,
aromatic,JJ,aromatic|redolent,
sauce,NN,sauce,condiment
decomposed,JJ,,NA
innards,NNS,entrails|innards|viscera,internal organ|viscus
garum,NN,,NA
delicacy,NN,airiness|daintiness|dainty|delicacy|diplomacy|discreetness|discretion|fineness|finesse|fragility|goody|kickshaw|slightness|treat,elegance|nutriment|nourishment|nutrition|sustenance|aliment|alimentation|victuals|taste|appreciation|discernment|perceptiveness|smallness|littleness|weakness|tact|tactfulness|liveliness|life|spirit|sprightliness
footnote,NN,footer|footnote,note|annotation|notation
cook,NNS,captain cook|captain james cook|cook|cook|james cook,skilled worker|trained worker|skilled workman
use,VBP,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
pungent,JJ,acrid|barbed|biting|mordacious|nipping|pungent,
hint,NN,breath|clue|confidential information|hint|intimation|jot|lead|mite|pinch|soupcon|speck|steer|suggestion|tinge|tint|tip|touch|trace|wind,suggestion|proposition|proffer|indication|indicant|small indefinite quantity|small indefinite amount|guidance|counsel|counseling|counselling|direction
garlic,JJ,,NA
productivity,NN,productiveness|productivity,fruitfulness|fecundity|ratio
mark,VBD,brand|check|check off|commemorate|cross off|cross out|denounce|differentiate|distinguish|grade|label|mark|mark off|nock|note|notice|pit|pock|punctuate|scar|score|set|stigmatise|stigmatize|strike off|strike out|tag|tick|tick off,attach|bespeak|betoken|indicate|point|signal|qualify|characterize|characterise|observe|celebrate|keep|change|alter|modify|label|deface|disfigure|blemish|notch|lay down|establish|make|record|enter|put down|take away|take out|verify|measure|evaluate|valuate|assess|appraise|value|add
destruction,NN,death|demolition|destruction|devastation|end|wipeout,termination|ending|conclusion|finish|state
vandal,NNP,vandal|vandal,destroyer|ruiner|undoer|waster|uprooter|savage|barbarian
occupy,VBD,absorb|busy|concern|engage|engross|fill|interest|invade|lodge in|occupy|reside|take|use up|worry,work|populate|dwell|live|inhabit|be|attack|assail|use|expend|interest|do work
impose,VBN,bring down|constrain|enforce|impose|inflict|levy|visit,compel|oblige|obligate|communicate|intercommunicate|charge|bill
century,NNP,100|c|century|hundred|one c,time period|period of time|period|large integer
byzantine,NNP,byzantine,asian|asiatic
moorish,NNP,moorish|moorish architecture,architectural style|style of architecture|type of architecture
periodic,JJ,occasional|periodic|periodical,
outbreak,NNS,eruption|irruption|outbreak,happening|occurrence|occurrent|natural event
typical,JJ,distinctive|typical,
devote,VBD,commit|consecrate|dedicate|devote|give|pay,use|utilize|utilise|apply|employ|think|cogitate|cerebrate|reserve
agri­culture,NN,,NA
ceramic,NNS,ceramic,instrumentality|instrumentation
irrigation,NN,irrigation,provision|supply|supplying|medical care|medical aid
ditch,NNS,ditch,excavation|waterway
manifested,JJ,,NA
ibicenco,NNP,,NA
dialect,NN,accent|dialect|idiom,non-standard speech
indelible,JJ,indelible|unerasable,
folk,NN,common people|ethnic music|family|family line|folk|folk music|folks|kinfolk|kinsfolk|phratry|sept|tribe,people|social group|lineage|line|line of descent|descent|bloodline|blood line|blood|pedigree|ancestry|origin|parentage|stemma|stock|popular music|popular music genre
vivid,JJ,bright|brilliant|graphic|intense|lifelike|pictorial|vivid,
reminder,NN,admonisher|monitor|reminder,message|content|subject matter|substance|experience|defender|guardian|protector|shielder
dark,NN,dark|darkness|night|nighttime|shadow|wickedness,illumination|condition|status|scene|time period|period of time|period|unenlightenment
brood,VBG,brood|bulk large|cover|dwell|grizzle|hatch|hover|incubate|loom|pout|stew|sulk,worry|care|hang|sulk|pout|brood|reproduce|procreate|multiply
carry,VB,acquit|bear|behave|carry|channel|comport|conduct|contain|convey|deport|dribble|expect|express|extend|gestate|have a bun in the oven|hold|impart|pack|persuade|post|run|stock|stockpile|sway|take|transmit|transport,move|displace|have|feature|bring|convey|take|communicate|intercommunicate|hold|support|sustain|hold up|include|effect|continue|imply|involve|win|carry|bear|act|have got|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around|hit|pass on|pass|pass along|put across|range|keep|maintain|influence|act upon|work|compensate|counterbalance|correct|make up|even out|even off|even up|promote|advance|boost|further|encourage|appropriate|capture|seize|conquer|transfer|shift|follow|grow|raise|farm|produce|propel|impel|hit the bottle|drink|booze|fuddle|nourish|nurture|travel|go|locomote|obtain|perform|execute|do|give birth|deliver|birth
islam,NNP,islam|islamism|mohammedanism|muhammadanism|muslimism,civilization|civilisation|monotheism
beat,VBN,amaze|baffle|beat|beat out|beat up|bewilder|bunk|circumvent|crush|drum|dumbfound|exhaust|flap|flummox|get|gravel|mystify|nonplus|outfox|outsmart|outwit|overreach|perplex|pose|pound|pulsate|puzzle|quiver|scramble|shell|stick|stupefy|thrum|thump|tick|ticktack|ticktock|trounce|tucker|tucker out|vanquish|vex|wash up|work over,get the better of|overcome|defeat|strike|move|shape|form|work|mold|mould|forge|sound|go|glare|displace|sail|agitate|vex|disturb|commove|shake up|stir up|raise up|be|cheat|rip off|chisel|make|create|play|beat|surpass|outstrip|outmatch|outgo|exceed|outdo|surmount|outperform|confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate|tire|wear upon|tire out|wear|weary|jade|wear out|outwear|wear down|fag out|fag|fatigue
frankish,NNP,,NA
crusade,NN,campaign|cause|crusade|crusade|drive|effort|movement,venture|expedition|military expedition|hostile expedition
pisa,NNP,pisa,
embrace,VBN,adopt|bosom|comprehend|cover|embrace|encompass|espouse|hug|squeeze|sweep up,include|clasp|accept
reconquest,NNP,,NA
authorize,VBD,authorise|authorize|clear|empower|pass,permit|allow|let|countenance|appoint|charge
command,VBN,command|control|dominate|overlook|overtop|require,dominate|master|order|tell|enjoin|say|demand|exact|lie
guillermo,NNP,,NA
montgrus,NNP,,NA
solid,JJ,firm|hearty|satisfying|self-colored|self-coloured|solid|square|strong|substantial|unanimous|upstanding|whole,
catalonian,NNP,,NA
titular,NN,,NA
ecclesiastical,JJ,ecclesiastic|ecclesiastical,
rank,NN,membership|rank|rank and file|social rank|social station|social status,line|status|position|force|personnel|body
deal,VB,address|administer|allot|apportion|care|carry on|conduct|consider|contend|cope|cover|deal|deal out|dish out|dispense|distribute|divvy up|dole out|get by|grapple|handle|look at|lot|make do|make out|manage|mete out|parcel out|plow|portion out|sell|share|shell out|take|trade|treat,broach|initiate|think about|act|move|give|transact|control|command|behave|acquit|bear|deport|conduct|comport|carry|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|manage|care|handle|give out|hand out|pass out|pass|hand|reach|pass on|turn over|sell|trade
pincer,NN,chela|claw|nipper|pair of pincers|pair of tweezers|pincer|tweezer,hand tool|extremity|appendage|member
batter,VBD,baste|batter|buffet|clobber|dinge|knock about,strike|beat|beat up|work over|change shape|change form|deform
reveal,VBD,break|bring out|disclose|discover|divulge|expose|give away|let on|let out|reveal|uncover|unveil|unwrap,show|tell|unwrap|disclose|let on|bring out|reveal|discover|expose|divulge|break|give away|let out|uncover
sheik,NN,arab chief|beau|clotheshorse|dandy|dude|fashion plate|fop|gallant|sheik|sheikh|swell|tribal sheik|tribal sheikh,ruler|swayer|man|adult male
embittered,JJ,,NA
traitor,NN,betrayer|double-crosser|double-dealer|traitor|treasonist|two-timer,criminal|felon|crook|outlaw|malefactor|deceiver|cheat|cheater|trickster|beguiler|slicker
passionate,JJ,passionate,
seduced,JJ,,NA
reconquista,NNP,,NA
one-half,JJ,,NA
setback,NN,black eye|blow|reversal|reverse|setback,happening|occurrence|occurrent|natural event
nava,NNP,,NA
tolosa,NNP,,NA
andalusium,NNP,,NA
clung,NN,,NA
granada,NNP,granada,
evicted,JJ,,NA
change,VBG,alter|change|commute|convert|deepen|exchange|interchange|modify|shift|switch|transfer|vary,dress|get dressed|replace|transfer|travel|go|move|locomote|change
shape,NN,anatomy|bod|build|cast|chassis|condition|configuration|conformation|contour|embodiment|figure|flesh|form|frame|human body|material body|pattern|physical body|physique|shape|shape|soma|supreme headquarters allied powers europe,spatial property|spatiality|attribute|body|organic structure|concretism|concrete representation|appearance|visual aspect|good health|healthiness|high command|supreme headquarters|structure
ferdinand,NNP,ferdinand|ferdinand of aragon|ferdinand the catholic|ferdinand v|king ferdinand,
isabellum,NNP,,NA
know,VBP,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
sail,VBD,navigate|sail|sweep|voyage,travel|journey|move|boat
westward,NNS,due west|w|west|westward,cardinal compass point
recipient,NN,receiver|recipient|recipient role,acquirer|semantic role|participant role
attention,NN,aid|attending|attention|care|tending,basic cognitive process|work|attraction|attractor|attracter|attractive feature|magnet|courtesy|faculty|mental faculty|module|stance
heart,NN,affection|affectionateness|bosom|center|centre|core|essence|eye|fondness|gist|heart|heart and soul|inwardness|kernel|marrow|meat|mettle|middle|nerve|nitty-gritty|nub|philia|pith|pump|spirit|spunk|substance|sum|tenderness|ticker|warmheartedness|warmness,intuition|hunch|suspicion|internal organ|viscus|courage|courageousness|bravery|braveness|area|country|content|cognitive content|mental object|disposition|temperament|plane figure|two-dimensional figure|variety meat|organs|feeling|playing card
